SizeRank,SizeRank,DisplayName,PrimaryPayerId,Other Names,Aliases IDs,OperatingStates,Programs,WebsiteUrl,Credentialing,Credentialing,Eligibility Checks,Patient Cost Estimates,Patient Cost Estimates,Submit Claims,Receive ERAs,Enroll to receive ERAs,ERA enrollment type,ERA enrollment timeline,CoverageTypes
270,270,Highmark Delaware Health Options,47181,"BCBS Delaware Highmark Health Options Incorporated|Blue Cross Blue Shield Delaware Highmark Health Options Incorporated|Highmark BCBSD Health Options, Inc.|Highmark Blue Cross Blue Shield Delaware Health Options Incorporated|Highmark Delaware Health Options - Medicaid",47181|7148|7693,DE,MEDICAID,https://www.highmark.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical
765,765,Verity,VMMH1,,VMMH1,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
3159,3159,Exemplar Health Insurance Company (Medicare),54096,,54096,,MEDICARE,https://www.exemplarhpo.com,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
3099,3099,Physicians Choice Medical Group of Santa Maria,MCI01,,7142|7687|MCI01,CA,,https://www.physicianschoicemedicalgroup.com,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,medical
309,309,Molina Healthcare - Affinity by Molina Healthcare,16146,Molina Healthcare New York (Total Care New York)|Molina Healthcare of New York,13334|14324|16146|3434|BXQNL|MOLINA_NY|SCHCTC|TCARE,NY,,https://www.molinahealthcare.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical|vision
1113,1113,AmeriHealth,95044,"AmeriHealth Administrators|AmeriHealth HMO|AmeriHealth HMO New Jersey and Delaware|AmeriHealth HMO, Inc.|AmeriHealth NJ – HMO|AmeriHealth NJ – POS, POS NG|AmeriHealth New Jersey|AmeriHealth PA – ERISA HMO|AmeriHealth PA – ERISA POS|AmeriHealth PA – HMO and Self-Funded HMO|AmeriHealth PA – POS and Self-Funded POS",10974|11230|1930|23037|2800|95044,DE|NJ|PA,COMMERCIAL|MEDICARE,https://www.amerihealth.com,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,dental|medical|vision
1689,1689,Companion Property and Casualty Insurance Company,J1829,,J1829,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
1314,1314,Clever Care Health Plan,CC168,,00485|84227|84227MA|8422E|8848|CC168|CC16E,CA,MEDICARE,https://clevercarehealthplan.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,medical
1777,1777,Self Insured Benefit Administrators,59111,,59111,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,medical
880,880,Travelers Auto,C1032,People First|The Travelers Indemnity Company,11022|C1032|Z96294,DE,AUTOMOBILE_MEDICAL,https://www.travelers.com,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,,medical
318,318,Senior Whole Health of New York,SWHNY,Molina Healthcare|Senior Whole Health of New York by Molina Healthcare,11225|14350|5068|7702|9115|AWLLNY|AWNY6|FPNRE|MOLINA_SWHNY|SWHNY,NY,MEDICARE|MEDICAID,https://www.molinahealthcare.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical|vision
1878,1878,Medicare Home Health and Hospice J15,15004,CGS Administrators|Medicare HH+H Jurisdiction 15,15004,CO|DE|IA|KS|MD|MO|MT|NE|ND|PA|SD|UT|VA|WV|WY|DC,MEDICARE,https://www.cms.gov,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,MULTI_STEP,WEEKS,dental|medical
300,300,Molina Healthcare Michigan,MLNMI,,10250|38334|5443|MIMLNA|MLNMI|MOLINA_MI|Z1007|Z1007MA,MI,,https://www.molinahealthcare.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical|vision
2422,2422,Macy's (Daly City),J1345,,J1345,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
3599,3599,Genesys-Oconee Detention Center SC,CJ7757,,CJ7757,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,
196,196,Children's Physicians Medical Group,RCHN1,CPMG|Physicians Management Group|Rady Children's Health Network,1145|RCHN1,CA,,https://cpmgsandiego.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,medical
2659,2659,Clinical Specialties Incorporated,CSI01,,CSI01,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,medical
1371,1371,Boulder Administration Services,18768,,00085|18768|7007|9289,CO,COMMERCIAL,https://www.boulderadmin.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,medical
1743,1743,Intercare Health Plans Incorporated,37227,CNIC Health Solutions,37227,,,https://intercareins.com,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,medical
95,95,Optum San Diego Public Sector Behavioral Health,OSDPS,,8038|9756|OSDPS,CA,,https://www.optumsandiego.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
500,500,Medicaid Idaho,ID,Idaho Department of Health and Welfare|Idaho Medicaid|Medicaid of Idaho,10101|12K07|5583|7427|AIDID|CKID1|ID|IDCAID|IDMCD|SKID0|ZKID0,ID,MEDICAID,https://www.idmedicaid.com,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,MULTI_STEP,WEEKS,dental|medical
3082,3082,Benefit Plan Services,BPS77,BPS TPA,BPS01|BPS77,NC,COMMERCIAL,https://www.bpstpa.info,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,ONE_CLICK,WEEKS,
3556,3556,Puritan Life Insurance,10743,,10743|Z95719,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
3484,3484,Gallagher Bassett – Workers Compensation,DQZLZ,Gallagher Bassett (WC),DQZLZ,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,INSTANT,
2074,2074,Good Samaritan IPA,GSMPA, Coast Healthcare Management,3279|GSMPA,,COMMERCIAL,https://www.coasthealthcarellc.com,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,medical
2549,2549,Tuality Health Select,THASC,,THASC,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
2162,2162,Iowa Screening Program,HSMBS,,7790|HSMBS|USMBS,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
1871,1871,Provider Partners Health Plan of Illinois,31401,PPHP|Provider Partners Health Plans,16555|3053|31401|8412|PPHP_IL,IL,MEDICARE,https://www.pphealthplan.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,WEEKS,medical
3600,3600,Global Life Insurance Keybank,ZP6443,,ZP6443,,,https://eprovider.globelifeinc.com,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,MULTI_STEP,HOURS,
1276,1276,Gulf South Risk Services (Valenz),60389,Gulf Coast Claims Service|Gulf South|UCS|United Claim Solutions|Vālenz Health,00326|60389|7014|9296,,COMMERCIAL,https://www.valenzhealth.com,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical
3236,3236,Level Health ,LVL21,,LVL21,,,,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
10,10,Anthem Blue Cross Blue Shield of Connecticut,60,Anthem Blue Cross Blue Shield Connecticut|Anthem Blue Cross Blue Shield Connecticut (Medicaid Reclamation)|Anthem Blue Cross Blue Shield Connecticut Dental|Anthem Blue Cross Blue Shield of Connecticut - Medicare Advantage|Anthem Blue Cross and Blue Shield Connecticut|Blue Care Family Plan|Blue Cross Blue Shield of Connecticut- Family Plan,00060|00103|060|10030|1420|1922|2427|3419|3420|C2BLS|C3BLS|CTBCBS|CTBLD|CTBLS|SB560|SB560MA|WNVPH,CT,MEDICAID,https://www.anthem.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,INSTANT,dental|medical|vision
3469,3469,UTMB Health Multi Share Plan,98455,,98455,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
745,745,Seaview IPA,SVIPA,,1000|4259|SVIPA,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,MULTI_STEP,WEEKS,medical
1186,1186,Blue Advantage,72128,Louisiana Blue|Vantage Health Plan Incorporated|​Blue​ Cross ​and ​Blue​ Shield​ of​ Louisiana,1816|72128|72128MA|77701|8046|9764|VANTAG  ,LA,MEDICARE,https://providers.lablue.com,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,dental|medical
3092,3092,Fenyx Health,83309,,83309,,MEDICARE,https://fenyxhealth.com,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,,medical
1267,1267,NHC Advantage,NHC01,National HealthCare Corporation Advantage,1213|16595|NHC01,MO|SC|TN,MEDICARE,https://nhcadvantageplan.com,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,medical
495,495,Medicaid Kansas,5,KDHE|KanCare|Kansas Department of Health and Environment,00005|10116|1485|299|5520|CKKS1|KSMCD|SKKS0,KS,MEDICAID,https://www.kdhe.ks.gov,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,WEEKS,dental|medical|vision
870,870,U.S. Department of Labor,77044,DFEC|Division of Federal Employees' Compensation|US Department of Labor,77044|WP540,NATIONAL,,https://owcpmed.dol.gov,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,WEEKS,medical
3414,3414,Great Bay Administrators,4036,,4036,,,https://www.greatbayadministrators.com,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,dental
2103,2103,Healthy Community Network,22251,Healthy York Network|WellSpan Health,22251|6883,PA,,https://www.wellspan.org,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
1695,1695,Federated Services Insurance Company,28304,,28304,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
3533,3533,The Holeman Group,THEHG,,THEHG,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,
3148,3148,Atheria,ATH01,Atheria Health Management,ATH01|ATH02|ATH03|ATH04|ATH05|ATH06,,,https://atheriahealth.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
2746,2746,Zachry Construction,J1409,,J1409,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,medical
229,229,Blue Cross and Blue Shield of Illinois,G00621,BCBSIL|Blue Cross Blue Shield Illinois|Blue Cross Blue Shield of Illinois|Blue Cross and Blue Shield of Illinois - Medicare Advantage|BlueCross BlueShield of Illinois|HCSC|Health Care Service Corporation,00621|10033|1405|5508|BCBSIL|BCMIW|CB621|G00621|ILBCBS|ILBLS|SB621,AZ|FL|IL|IN|NV|OK,COMMERCIAL|MEDICARE|MEDICAID,https://www.bcbsil.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical|vision
3416,3416,Health First,A5234,,A5234,,,https://www.hf.org,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,MULTI_STEP,HOURS,medical
1174,1174,InnovAge,31182,InnovAge PACE|Total Community Care,14526|1634|31182|4770,CA|CO|NM|PA|VA,MEDICARE|MEDICAID,https://www.innovage.com,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,medical
2232,2232,Ram Mutual Insurance Company,J1894,RAM Mutual Insurance Company,J1894,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
273,273,Highmark Blue Shield of Northeastern New York,SB800,BCBS New York Northeastern|HealthNow Blue Cross Blue Shield New York Northeastern,00800|100954|10499|CBNYW|ILQGT|LWTJN|N5BLS|NYBCNE|SB800,NY,,https://www.highmark.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical|vision
1130,1130,Veterans Affairs Fee Basis Program,12115,VA Fee Basis Program,00231|10196|12115|12115MA|12116|1507|3887|VETFBP,NATIONAL,VETERANS_AFFAIRS,https://www.va.gov,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical
299,299,Passport Health Plan by Molina Healthcare,61325,Passport Health Plan by Molina Healthcare (Medicaid),10368|1281|5015|61129|61325|61325MA|6528|8863|A6863|MLNKY|PPHPC|UHPJC,KY,MEDICAID,https://www.molinamarketplace.com/providers/ky/medicaid/home.aspx,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical|vision
3030,3030,West Virginia Public Employees Insurance Agency,70123,,70123,WV,COMMERCIAL,https://peia.wv.gov,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,dental
1285,1285,Align Senior Care of California,ASCA1,Align Senior Care|Curana Health,16560|7024|9409|ASCA1,CA,MEDICARE,https://alignseniorcare.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,medical
2826,2826,Great Southern Life Insurance Company,Z96477,,Z96477,,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,medical|vision
2295,2295,City of Desert Hot Springs (California),J1799,,J1799,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
1151,1151,WPAS,91136,AGC International Union Operating Engineers Local 701|Alaska Carpenters|Alaska Children's Services Incorporated|Alaska Hotel Employees Restaurant and Camp Employees|Alaska Laborers Construction Industry Trust|Alaska Pipe Traders Local 375|Alaska Public Employees Association|Alaska United Food and Commercial Workers Trust|Allied Metal Crafts Security Plan Trust Fund|Automotive Machinists Local 289 Health and Welfare Fund|Cement Masons and Plasterers Health and Welfare Trust|ENSTAR Natural Gas GP61|Fairbanks North Star Borough|Fairbanks North Star Borough School District Plan A|Fairbanks North Star Borough School District Plan B|Glassworkers Health and Welfare|Hotel Employees and Restaurant Employees Health Trust|Northwest Ironworkers Health and Security Health Fund|Northwest Plumbers and Pipefitters Health and Welfare Trust|Northwest Roofers and Employers Health and Security Trust Fund|Northwest Textile Processors|Operating Engineers Locals 302 and 612 Health and Security Fund|Puget Sound Benefits Trust|Puget Sound Electrical Workers|South Bay Hotel Employees Restaurant Employees Health Trust|University of Washington Students and Graduate Appointments|WPAS Inc|Welfare Pension Admin Services (WPAS)|West Coast Stationary Engineers Health and Security Trust Fund,1744|6591|66373|91136,,COMMERCIAL,https://www.wpas-inc.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,WEEKS,dental|medical
64,64,AARP UnitedHealthCare Insurance Company,36273,AARP Hospital Indemnity Plans|AARP Medicare Supplement Plans|AARP Medicare Supplement by UnitedHealthcare|AARP Supplemental Health Plans From UnitedHealthcare|AARP UnitedHealthcare Insurance Company|UnitedHealthcare Ovations (AARP)|UnitedHealthcare Ovations Insurance Solutions (AARP),36273|5271|8940|AARP,NATIONAL,COMMERCIAL|MEDICARE,https://www.uhcprovider.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical|vision
3361,3361,Insurance Company Of North America,Z98840,Insurance Company Of North America,Z98840,,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,vision
1411,1411,QuikTrip,73067,,00202|6875|73067|8937|QTCORP,,COMMERCIAL,https://ar.quiktrip.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,medical
8,8,Anthem BlueCross BlueShield Kentucky,660,Anthem Blue Cross Blue Shield Kentucky|Anthem Blue Cross Blue Shield Kentucky (Medicaid Reclamation)|Anthem Blue Cross Blue Shield Kentucky Dental|Anthem Blue Cross Blue Shield of Kentucky|Anthem Blue Cross and Blue Shield Kentucky|Anthem BlueCross BlueShield Kentucky - Medicare Advantage|Anthem Kentucky Managed Care Plan,00160|00660|10259|160|2421|5534|660|KYBCBS|KYBLS|SB660|ZBKY0|ZBKY0MA|ZBKYM,KY,COMMERCIAL|MEDICARE|MEDICAID,https://www.anthem.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,INSTANT,dental|medical|vision
1658,1658,American Behavioral,63103,Uprise Health,63103,,,https://americanbehavioral.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,medical
1691,1691,County of Kern,J1935,,J1935,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
98,98,March Vision Care,52461,March Vision Network|UnitedHealthcare Community Vision Network,00483|14498|5246|52461|Z1407,,,https://providers.eyesynergy.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,medical|vision
873,873,American Collective LP PAS,29084,,29084,,,https://americancollectivelp.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,dental
3364,3364,National Automatic Sprinkler Industry,TLX23,,DX065|TLX23,,,,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,dental
407,407,Medicare Arkansas Part A,7101,Arkansas Medicare|Novitas - Arkansas,07101|12022|1526|IMAR0,AR,MEDICARE,https://www.cms.gov,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,MULTI_STEP,WEEKS,medical
3183,3183,Vytalize Health,RP042,,RP042,,COMMERCIAL,https://www.vytalizehealth.com,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,ONE_CLICK,DAYS,medical
2203,2203,Federated Claims Services Corporation,J1297,Federated Department Stores Incorporated,J1297,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
278,278,Highmark Senior Solutions,15459,Highmark Senior Solutions Company West Virginia,15459,WV,,https://www.highmark.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,medical
397,397,Medicare West Virginia Part B,11402,Palmetto GBA (PGBA) - Virginia,11402|1450|SMWV0|WVMCR,WV,MEDICARE,https://www.cms.gov,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,WEEKS,medical
2123,2123,Path Administrators (David H. Evans),25172,Path Administrators (DH Evans),25172|6143,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,dental|medical
3313,3313,MediStreams,MEDISTREAMS,,MEDISTREAMS,,,https://www.medistreams.com,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,medical
3374,3374,Riverside Medical Clinic,RMC01,,6246|RMC01,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
2822,2822,Elips Life Insurance Company,Z96801,Lumico,14330|Z96801,,MEDICARE,https://lumico.com,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,medical|vision
3069,3069,Texas Agricultural Benefit Administrators,TXABA,TACC|Texas Agricultural Cooperative Council|Texas Agricultural Cooperative Trust (TACT),TXABA,TX,COMMERCIAL,https://www.texasco-op.org,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,MULTI_STEP,HOURS,
2660,2660,Coach USA,J1272,,J1272,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
1646,1646,Physicians Care Network Rockford Illinois,36345,,2840|36345|6095,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,medical
3648,3648,Streamline Imaging - Streamline PT,J4606,,J4606,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,
2850,2850,American Health Advantage of Indiana,RP115,American Health Plan of Indiana|American Health Plans,14473|2841|7966|RP115,IN,MEDICARE,https://in.amhealthplans.com,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,medical|vision
726,726,Aither Health,64884,,6019|64884|9136,,COMMERCIAL,https://www.aitherhealth.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,medical
3572,3572,Baptist Hospital South Florida International,67668,,67668,,,https://baptisthealth.net,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,
669,669,New York Network Management,11334,NYNM|New York Network IPA,11334|2169,NY,COMMERCIAL,https://nynmonline.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
1328,1328,Conifer Health Solutions,23249,CAPCMS|Performance Health|Sentinel Management Services,23249|2995|3256,,COMMERCIAL,https://coniferhealth.com,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,dental|medical
803,803,Pacific Southwest Administrators,75309,PSWA,1202|75309,,COMMERCIAL,https://www.pswadmin.com,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,medical
2712,2712,Pacific Motor Company,J1364,,J1364,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,medical
2157,2157,Farmland Mutual Insurance Company,J1551,National Casualty Company|Nationwide Agribusiness Insurance Company,J1551,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
2964,2964,HeadsUp Healthcare,J4400,Carisk Partners,00322|J4400,,WORKERS_COMPENSATION,https://www.headsupcare.com,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical
1897,1897,LifeWorks Advantage,LWA01,Lifeworks Advantage (Institutional Special Needs Plan),1205|16594|3554|LWA01,LA|VA,MEDICARE,https://lifeworksadvantage.com,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,medical
2099,2099,Evolent Specialty - Cardiology,NCHCA,,5238|NCHCA,,,https://www.evolent.com,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,WEEKS,medical|vision
1680,1680,Ventura County Health Care Plan,VCHCP,VCHCP,7718|9659|VCHCP,,,https://vchcp.venturacounty.gov,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,medical
1989,1989,Choiceone Independent Practice Association,POP03,ChoiceOne Independent Practice Association|PremierOne Plus MSO,POP03,CA,COMMERCIAL,https://popmso.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
2044,2044,Employer Plan Services Incorporated (EPSI),74212,,11011|3268|74212|CX031,TX,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
2393,2393,H&R Block,J1672,,J1672,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
2486,2486,QBE General Casualty Simsbury,J1488,,J1488,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
2308,2308,City of Redding (California),J1617,,J1617,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
2313,2313,City of Snyder (Texas),J1598,,J1598,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
221,221,Cigna Medicare Supplement (Medigap),13193,Central Reserve Life Insurance Company|Cigna Supplemental|Continental General Insurance Company Medicare Supplement|Great American Life Insurance Company (Medicare Supplement)|Loyal American Life Insurance Company|Provident American Life & Health Insurance Company,10543|10545|13193|13193MA|6437|7664|GAAMS|LALIMS|Z90024,,,https://www.cigna.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,dental|medical
